name,cont_estres_R1,cont_estres_R2,cont_estres_R3,control_R1,control_R2,ctrl_N7_XT17_R1,ctrl_N7_XT17_R2,ctrl_N7_XT17_R3,estres_N7_XT17_R1,estres_N7_XT17_R2,estres_N7_XT17_R3
AVESA.00001b.r3.1Ag0000322,4,2,0,2,2,0,0,0,0,2,0
AVESA.00001b.r3.1Ag0000323,0,2,2,2,0,0,3,0,6,1,0
AVESA.00001b.r3.1Ag0000324,6,4,0,2,10,2,7,4,11,5,7
AVESA.00001b.r3.1Ag0000325,0,2,2,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000326,71,72,81,60,40,14,54,67,99,66,97
AVESA.00001b.r3.1Ag0000327,19,19,37,18,21,10,29,18,37,19,43
AVESA.00001b.r3.1Ag0000328,19,27,18,7,10,4,8,10,15,8,9
AVESA.00001b.r3.1Ag0000329,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000330,24,17,38,30,20,27,30,22,34,18,20
AVESA.00001b.r3.1Ag0000331,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.1Ag0000332,0,0,0,0,0,0,0,0,0,2,2
AVESA.00001b.r3.1Ag0000333,2,4,0,5,7,0,0,2,5,3,0
AVESA.00001b.r3.1Ag0000334,9,6,20,0,14,4,12,7,7,4,8
AVESA.00001b.r3.1Ag0000335,102,130,152,93,95,21,94,127,137,88,180
AVESA.00001b.r3.1Ag0000336,17,31,21,15,22,10,10,26,31,18,38
AVESA.00001b.r3.1Ag0000337,2,1,0,0,0,0,0,0,5,0,0
AVESA.00001b.r3.1Ag0000338,0,10,4,8,3,2,4,5,9,6,12
AVESA.00001b.r3.1Ag0000339,10,14,23,18,29,2,18,24,15,12,24
AVESA.00001b.r3.1Ag0000340,1,0,1,2,0,0,0,2,4,0,2
AVESA.00001b.r3.1Ag0000341,0,2,2,0,0,0,0,1,0,0,0
AVESA.00001b.r3.1Ag0000342,90,59,74,49,56,34,59,75,79,59,79
AVESA.00001b.r3.1Ag0000343,36,58,63,38,67,28,46,58,79,53,92
AVESA.00001b.r3.1Ag0000344,3,1,2,0,0,1,0,0,5,0,0
AVESA.00001b.r3.1Ag0000345,2,2,0,0,0,0,0,3,2,0,2
AVESA.00001b.r3.1Ag0000346,0,0,0,0,0,0,0,0,2,0,2
AVESA.00001b.r3.1Ag0000347,153,196,235,257,183,21,214,224,249,235,258
AVESA.00001b.r3.1Ag0000348,2,6,4,6,0,0,2,2,4,0,2
AVESA.00001b.r3.1Ag0000349,40,56,63,59,48,17,61,64,75,55,51
AVESA.00001b.r3.1Ag0000350,7,6,13,7,13,4,6,11,15,3,13
AVESA.00001b.r3.1Ag0000351,0,0,2,0,0,0,0,0,0,0,2
AVESA.00001b.r3.1Ag0000352,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.1Ag0000353,108,192,216,136,139,28,158,190,205,180,215
AVESA.00001b.r3.1Ag0000354,0,0,0,0,0,0,2,0,0,0,0
AVESA.00001b.r3.1Ag0000355,0,0,0,0,0,0,0,0,0,0,2
AVESA.00001b.r3.1Ag0000356,12,26,29,12,10,2,30,32,18,15,28
AVESA.00001b.r3.1Ag0000357,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000358,0,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000359,4,2,0,0,0,0,0,2,0,2,2
AVESA.00001b.r3.1Ag0000360,4,14,23,10,18,2,19,9,26,16,31
AVESA.00001b.r3.1Ag0000361,0,5,5,10,0,0,0,10,2,3,4
AVESA.00001b.r3.1Ag0000362,36,71,66,51,53,6,73,41,69,52,67
AVESA.00001b.r3.1Ag0000363,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000364,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000365,232,423,595,462,457,107,656,766,440,475,647
AVESA.00001b.r3.1Ag0000366,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000367,46,41,79,56,43,15,32,56,70,26,58
AVESA.00001b.r3.1Ag0000368,5,12,21,12,12,2,28,12,14,10,25
AVESA.00001b.r3.1Ag0000369,19,41,25,13,6,4,14,23,12,22,30
AVESA.00001b.r3.1Ag0000370,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000371,2,0,0,0,2,0,0,0,0,5,3
AVESA.00001b.r3.1Ag0000372,0,6,6,1,6,2,6,9,2,3,3
AVESA.00001b.r3.1Ag0000373,22,19,4,4,15,0,6,15,6,7,15
AVESA.00001b.r3.1Ag0000374,14,21,31,17,24,6,17,30,25,15,41
AVESA.00001b.r3.1Ag0000375,2,3,6,7,8,2,7,5,6,3,2
AVESA.00001b.r3.1Ag0000376,27,45,35,21,49,14,38,45,57,38,69
AVESA.00001b.r3.1Ag0000377,1,2,0,2,0,0,0,0,0,1,0
AVESA.00001b.r3.1Ag0000378,0,2,12,2,0,0,4,0,0,0,6
AVESA.00001b.r3.1Ag0000379,22,24,25,14,40,31,63,76,35,30,31
AVESA.00001b.r3.1Ag0000380,0,0,4,1,0,0,0,0,3,3,7
AVESA.00001b.r3.1Ag0000381,28,21,25,10,31,19,83,63,60,28,39
AVESA.00001b.r3.1Ag0000382,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000383,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000384,4,12,14,4,6,0,10,4,4,5,6
AVESA.00001b.r3.1Ag0000385,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000386,16,0,13,19,7,7,9,2,16,8,4
AVESA.00001b.r3.1Ag0000387,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000388,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000389,3,16,18,10,14,6,18,15,21,20,12
AVESA.00001b.r3.1Ag0000390,14,22,13,14,9,10,18,23,22,33,23
AVESA.00001b.r3.1Ag0000391,0,0,2,4,0,0,0,0,1,1,2
AVESA.00001b.r3.1Ag0000392,4,14,17,7,14,2,10,16,14,9,12
AVESA.00001b.r3.1Ag0000393,2,0,4,6,0,0,2,1,3,4,1
AVESA.00001b.r3.1Ag0000394,0,0,0,0,2,0,1,1,0,3,0
AVESA.00001b.r3.1Ag0000395,4,4,10,5,3,2,2,3,6,3,6
AVESA.00001b.r3.1Ag0000396,30,21,31,19,31,31,26,35,46,24,43
AVESA.00001b.r3.1Ag0000397,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000398,9,13,4,5,0,0,2,0,4,3,3
AVESA.00001b.r3.1Ag0000399,2,2,0,3,2,0,2,4,2,0,0
AVESA.00001b.r3.1Ag0000400,0,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000401,0,4,0,2,4,0,2,1,0,2,2
AVESA.00001b.r3.1Ag0000402,3,22,2,2,13,0,6,5,6,11,12
AVESA.00001b.r3.1Ag0000403,0,0,0,0,0,4,0,2,0,0,0
AVESA.00001b.r3.1Ag0000404,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000405,0,2,1,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000406,6,18,12,16,16,6,15,11,6,10,5
AVESA.00001b.r3.1Ag0000407,0,0,0,0,0,0,0,0,1,0,0
AVESA.00001b.r3.1Ag0000408,11,22,18,8,17,20,12,16,29,13,15
AVESA.00001b.r3.1Ag0000409,0,2,0,2,2,0,0,0,4,1,0
AVESA.00001b.r3.1Ag0000410,26,21,39,28,23,6,71,35,36,22,45
AVESA.00001b.r3.1Ag0000411,8,13,15,9,9,4,18,11,14,21,26
AVESA.00001b.r3.1Ag0000412,32,43,29,36,50,26,22,11,15,15,20
AVESA.00001b.r3.1Ag0000413,47,47,64,60,53,29,46,57,75,55,60
AVESA.00001b.r3.1Ag0000414,0,6,4,2,0,0,0,2,0,2,2
AVESA.00001b.r3.1Ag0000415,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000416,2,2,6,2,0,0,4,1,2,3,4
AVESA.00001b.r3.1Ag0000417,2,0,1,1,0,0,5,4,3,1,0
AVESA.00001b.r3.1Ag0000418,2,0,1,0,1,0,2,0,1,1,4
AVESA.00001b.r3.1Ag0000419,12,5,3,10,7,4,4,2,4,8,7
AVESA.00001b.r3.1Ag0000420,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000421,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000422,67,53,64,47,43,30,44,65,82,57,57
AVESA.00001b.r3.1Ag0000423,124,34,101,58,41,71,92,196,198,61,57
AVESA.00001b.r3.1Ag0000424,6,8,4,6,2,0,0,3,4,4,8
AVESA.00001b.r3.1Ag0000425,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.1Ag0000426,0,0,0,0,0,0,0,2,0,0,0
AVESA.00001b.r3.1Ag0000427,0,0,0,0,0,0,0,2,0,0,0
AVESA.00001b.r3.1Ag0000428,2,2,2,0,0,0,2,0,1,0,0
AVESA.00001b.r3.1Ag0000429,8,13,40,5,9,2,3,9,18,15,25
AVESA.00001b.r3.1Ag0000430,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000431,50,124,140,82,92,42,91,80,88,89,139
AVESA.00001b.r3.1Ag0000432,18,16,32,12,10,1,25,17,26,26,20
AVESA.00001b.r3.1Ag0000433,6,4,4,0,0,0,0,4,7,7,4
AVESA.00001b.r3.1Ag0000434,2,9,4,2,0,0,6,2,8,4,2
AVESA.00001b.r3.1Ag0000435,0,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000436,6,9,1,2,12,2,6,5,12,5,3
AVESA.00001b.r3.1Ag0000437,4,0,4,5,2,0,0,1,0,2,1
AVESA.00001b.r3.1Ag0000438,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000439,3,0,0,2,0,2,0,0,2,1,0
AVESA.00001b.r3.1Ag0000440,5,8,7,6,4,4,12,1,11,37,14
AVESA.00001b.r3.1Ag0000441,225,326,334,261,222,98,264,229,289,249,341
AVESA.00001b.r3.1Ag0000442,12,10,17,4,0,6,10,8,1,0,8
AVESA.00001b.r3.1Ag0000443,0,2,2,0,0,0,0,0,0,0,2
AVESA.00001b.r3.1Ag0000444,2,0,4,4,0,0,4,4,6,1,2
AVESA.00001b.r3.1Ag0000445,18,15,20,16,22,0,15,15,21,15,29
AVESA.00001b.r3.1Ag0000446,3,0,4,0,2,0,4,5,2,2,3
AVESA.00001b.r3.1Ag0000447,2,4,7,8,8,2,0,3,1,4,4
AVESA.00001b.r3.1Ag0000448,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000449,54,98,115,64,74,15,82,77,109,85,122
AVESA.00001b.r3.1Ag0000450,27,18,9,12,19,11,20,6,23,19,12
AVESA.00001b.r3.1Ag0000451,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.1Ag0000452,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000453,0,1,0,0,0,0,1,1,2,1,1
AVESA.00001b.r3.1Ag0000454,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000455,4,4,5,6,5,0,6,8,3,5,4
AVESA.00001b.r3.1Ag0000456,8,14,11,11,8,2,10,18,14,14,24
AVESA.00001b.r3.1Ag0000457,0,0,0,1,3,1,0,1,0,0,0
AVESA.00001b.r3.1Ag0000458,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000459,0,2,0,0,0,0,2,0,0,0,2
AVESA.00001b.r3.1Ag0000460,21,18,38,23,17,2,10,2,9,7,21
AVESA.00001b.r3.1Ag0000461,0,0,0,0,0,0,2,0,2,1,0
AVESA.00001b.r3.1Ag0000462,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000463,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000464,5,2,10,3,2,4,8,9,8,5,12
AVESA.00001b.r3.1Ag0000465,32,45,44,32,29,20,31,29,49,27,62
AVESA.00001b.r3.1Ag0000466,0,2,2,2,2,0,2,4,2,0,2
AVESA.00001b.r3.1Ag0000467,34,36,30,37,37,35,28,20,46,37,61
AVESA.00001b.r3.1Ag0000468,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000469,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000470,203,124,170,113,145,95,187,147,179,124,204
AVESA.00001b.r3.1Ag0000471,62,82,70,50,74,48,86,56,79,70,90
AVESA.00001b.r3.1Ag0000472,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000473,2,6,1,2,2,0,2,4,4,1,7
AVESA.00001b.r3.1Ag0000474,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000475,11,15,8,12,14,0,4,5,8,9,12
AVESA.00001b.r3.1Ag0000476,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000477,35,35,69,56,37,5,59,24,49,26,41
AVESA.00001b.r3.1Ag0000478,18,19,16,8,10,1,28,15,26,7,31
AVESA.00001b.r3.1Ag0000479,20,58,39,39,34,2,38,37,24,25,39
AVESA.00001b.r3.1Ag0000480,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000481,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000482,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000483,0,0,0,0,0,0,0,0,0,0,2
AVESA.00001b.r3.1Ag0000484,20,8,10,20,8,6,22,21,17,10,19
AVESA.00001b.r3.1Ag0000485,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000486,44,31,71,53,36,10,48,30,54,45,56
AVESA.00001b.r3.1Ag0000487,8,14,14,22,4,0,4,13,8,17,12
AVESA.00001b.r3.1Ag0000488,2,2,4,0,4,0,4,5,3,4,8
AVESA.00001b.r3.1Ag0000489,0,2,4,2,2,2,1,1,4,3,0
AVESA.00001b.r3.1Ag0000490,51,75,92,76,60,44,57,70,104,100,87
AVESA.00001b.r3.1Ag0000491,6,6,2,6,8,0,2,3,4,1,0
AVESA.00001b.r3.1Ag0000492,0,0,6,0,2,0,2,4,4,2,2
AVESA.00001b.r3.1Ag0000493,2,4,2,0,6,0,4,4,8,4,2
AVESA.00001b.r3.1Ag0000494,0,3,3,5,1,0,2,0,3,1,5
AVESA.00001b.r3.1Ag0000495,2,0,0,0,0,0,0,0,0,0,2
AVESA.00001b.r3.1Ag0000496,2,2,2,0,0,2,2,0,0,2,0
AVESA.00001b.r3.1Ag0000497,16,16,16,11,8,6,16,7,9,12,26
AVESA.00001b.r3.1Ag0000498,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000499,4,6,5,2,4,0,4,7,5,2,14
AVESA.00001b.r3.1Ag0000500,2,4,2,0,2,0,0,6,6,5,5
AVESA.00001b.r3.1Ag0000501,12,16,23,21,13,14,13,9,18,16,19
AVESA.00001b.r3.1Ag0000502,4,6,2,6,10,0,4,17,8,1,6
AVESA.00001b.r3.1Ag0000503,10,15,10,8,7,0,11,7,8,6,10
AVESA.00001b.r3.1Ag0000504,5,16,13,14,4,8,4,10,12,6,4
AVESA.00001b.r3.1Ag0000505,12,6,14,10,11,0,14,12,26,12,13
AVESA.00001b.r3.1Ag0000506,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000507,0,4,2,4,0,0,0,2,0,2,0
AVESA.00001b.r3.1Ag0000508,0,0,6,2,0,2,1,6,3,2,2
AVESA.00001b.r3.1Ag0000509,26,28,19,32,28,37,17,8,20,22,20
AVESA.00001b.r3.1Ag0000510,21,20,20,8,17,0,9,23,22,14,25
AVESA.00001b.r3.1Ag0000511,2,0,0,0,2,0,0,1,0,1,4
AVESA.00001b.r3.1Ag0000512,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000513,2,0,0,0,0,0,0,0,0,1,3
AVESA.00001b.r3.1Ag0000514,0,6,8,0,6,0,8,3,2,13,11
AVESA.00001b.r3.1Ag0000515,0,0,0,0,0,0,0,0,0,0,4
AVESA.00001b.r3.1Ag0000516,2,12,6,4,0,2,2,0,1,2,4
AVESA.00001b.r3.1Ag0000517,0,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000518,0,0,2,0,0,0,0,2,0,0,0
AVESA.00001b.r3.1Ag0000519,0,3,1,2,4,0,0,2,2,4,2
AVESA.00001b.r3.1Ag0000520,4,6,2,2,2,0,6,3,2,1,2
AVESA.00001b.r3.1Ag0000521,95,91,96,50,90,30,87,96,107,73,109
AVESA.00001b.r3.1Ag0000522,4,2,6,7,8,0,8,3,9,4,2
AVESA.00001b.r3.1Ag0000523,61,54,58,61,50,23,44,57,41,47,73
AVESA.00001b.r3.1Ag0000524,5,0,0,0,5,0,5,3,4,8,3
AVESA.00001b.r3.1Ag0000525,81,105,140,75,76,19,102,74,136,83,138
AVESA.00001b.r3.1Ag0000526,6,6,2,4,8,0,4,8,9,8,8
AVESA.00001b.r3.1Ag0000527,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000528,0,4,2,0,0,0,2,3,0,4,0
AVESA.00001b.r3.1Ag0000529,5,4,0,0,8,6,11,12,3,6,9
AVESA.00001b.r3.1Ag0000530,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000531,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000532,4,8,0,4,0,0,0,2,6,2,4
AVESA.00001b.r3.1Ag0000533,0,0,0,2,0,0,0,0,1,0,0
AVESA.00001b.r3.1Ag0000534,18,39,29,17,13,0,35,23,29,33,20
AVESA.00001b.r3.1Ag0000535,8,22,15,8,14,2,16,15,14,11,13
AVESA.00001b.r3.1Ag0000536,0,2,0,0,2,0,0,0,2,0,0
AVESA.00001b.r3.1Ag0000537,2,0,2,4,0,0,2,0,2,0,0
AVESA.00001b.r3.1Ag0000538,5,0,2,0,4,0,4,0,4,1,0
AVESA.00001b.r3.1Ag0000539,3,0,4,2,2,6,0,4,2,1,4
AVESA.00001b.r3.1Ag0000540,31,50,50,43,40,20,65,60,59,39,66
AVESA.00001b.r3.1Ag0000541,516,494,579,418,544,341,487,470,533,401,610
AVESA.00001b.r3.1Ag0000542,60,132,153,121,82,34,150,139,80,130,153
AVESA.00001b.r3.1Ag0000543,33,43,64,23,19,0,23,28,39,34,43
AVESA.00001b.r3.1Ag0000544,16,15,20,8,12,1,3,14,3,13,7
AVESA.00001b.r3.1Ag0000545,27,22,11,12,25,14,18,18,34,8,35
AVESA.00001b.r3.1Ag0000546,10,18,19,18,36,2,31,36,23,33,20
AVESA.00001b.r3.1Ag0000547,2,6,4,2,4,0,4,0,0,5,12
AVESA.00001b.r3.1Ag0000548,24,18,37,37,23,18,36,13,18,21,25
AVESA.00001b.r3.1Ag0000549,2,7,4,0,2,0,0,8,4,5,3
AVESA.00001b.r3.1Ag0000550,14,10,35,5,4,2,0,2,18,6,24
AVESA.00001b.r3.1Ag0000551,18,12,35,24,15,4,16,22,22,15,31
AVESA.00001b.r3.1Ag0000552,29,25,15,21,17,13,25,21,44,15,32
AVESA.00001b.r3.1Ag0000553,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000554,0,2,0,2,2,3,0,1,7,0,2
AVESA.00001b.r3.1Ag0000555,31,47,57,24,42,22,37,45,63,36,62
AVESA.00001b.r3.1Ag0000556,16,10,20,4,11,4,12,14,8,5,3
AVESA.00001b.r3.1Ag0000557,0,0,0,0,1,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000558,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000559,33,40,29,38,38,7,42,31,22,25,48
AVESA.00001b.r3.1Ag0000560,54,49,64,28,62,17,47,44,51,53,63
AVESA.00001b.r3.1Ag0000561,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000562,0,0,0,0,2,0,1,2,0,0,0
AVESA.00001b.r3.1Ag0000563,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000564,10,8,12,16,6,3,11,5,13,4,6
AVESA.00001b.r3.1Ag0000565,52,32,18,21,44,21,67,76,29,26,34
AVESA.00001b.r3.1Ag0000566,12,6,16,5,6,8,9,7,23,7,7
AVESA.00001b.r3.1Ag0000567,26,44,26,16,22,11,20,36,39,42,49
AVESA.00001b.r3.1Ag0000568,27,28,36,24,32,17,18,18,47,25,52
AVESA.00001b.r3.1Ag0000569,20,41,45,21,25,0,24,35,26,29,56
AVESA.00001b.r3.1Ag0000570,39,75,62,57,49,40,42,47,59,42,82
AVESA.00001b.r3.1Ag0000571,14,19,12,12,32,8,17,13,20,30,16
AVESA.00001b.r3.1Ag0000572,67,58,98,72,112,62,110,84,69,61,97
AVESA.00001b.r3.1Ag0000573,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000574,2,2,1,2,0,0,0,2,2,0,1
AVESA.00001b.r3.1Ag0000575,6,10,8,4,4,0,4,4,10,6,12
AVESA.00001b.r3.1Ag0000576,6,4,12,0,4,0,6,10,6,7,10
AVESA.00001b.r3.1Ag0000577,1,13,8,6,5,0,8,6,4,4,0
AVESA.00001b.r3.1Ag0000578,2,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000579,4,0,0,0,0,0,2,0,1,0,3
AVESA.00001b.r3.1Ag0000580,17,23,33,9,8,8,13,8,14,17,19
AVESA.00001b.r3.1Ag0000581,2,2,0,2,0,0,2,2,0,0,5
AVESA.00001b.r3.1Ag0000582,10,16,10,14,16,3,6,20,17,7,7
AVESA.00001b.r3.1Ag0000583,108,133,178,107,125,37,105,169,152,130,161
AVESA.00001b.r3.1Ag0000584,0,0,0,4,0,0,2,5,0,2,4
AVESA.00001b.r3.1Ag0000585,6,5,5,4,4,3,10,13,7,4,15
AVESA.00001b.r3.1Ag0000586,12,6,12,4,4,0,10,13,4,6,8
AVESA.00001b.r3.1Ag0000587,5,22,25,13,26,15,15,21,19,16,18
AVESA.00001b.r3.1Ag0000588,0,2,5,5,2,0,0,3,5,2,0
AVESA.00001b.r3.1Ag0000589,0,3,7,4,0,0,7,2,2,2,6
AVESA.00001b.r3.1Ag0000590,9,6,3,6,0,7,4,5,3,2,6
AVESA.00001b.r3.1Ag0000591,32,19,26,17,18,3,24,24,40,15,21
AVESA.00001b.r3.1Ag0000592,0,2,0,0,0,0,0,2,0,0,0
AVESA.00001b.r3.1Ag0000593,0,4,2,0,3,0,1,1,0,1,8
AVESA.00001b.r3.1Ag0000594,0,0,0,0,0,0,2,0,0,0,0
AVESA.00001b.r3.1Ag0000595,123,338,313,179,280,53,189,179,274,284,308
AVESA.00001b.r3.1Ag0000596,3,4,8,0,5,0,0,0,6,5,1
AVESA.00001b.r3.1Ag0000597,4,4,5,4,4,0,2,6,4,7,11
AVESA.00001b.r3.1Ag0000598,2,3,0,0,8,0,6,0,1,1,4
AVESA.00001b.r3.1Ag0000599,16,46,47,30,33,15,49,27,48,61,53
AVESA.00001b.r3.1Ag0000600,2,0,5,1,2,0,0,1,4,3,4
AVESA.00001b.r3.1Ag0000601,3,5,6,2,8,0,2,5,5,3,6
AVESA.00001b.r3.1Ag0000602,0,2,0,0,2,0,4,0,2,0,0
AVESA.00001b.r3.1Ag0000603,0,0,6,2,2,0,6,3,4,0,1
AVESA.00001b.r3.1Ag0000604,0,2,0,0,0,1,0,0,0,0,3
AVESA.00001b.r3.1Ag0000605,10,11,9,10,11,2,26,8,20,16,14
AVESA.00001b.r3.1Ag0000606,17,27,46,10,21,4,14,8,31,22,51
AVESA.00001b.r3.1Ag0000607,0,2,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.1Ag0000608,99,194,233,175,247,89,424,356,212,246,261
AVESA.00001b.r3.1Ag0000609,4,0,4,0,1,2,0,3,2,0,0
AVESA.00001b.r3.1Ag0000610,0,6,8,9,4,0,8,3,4,2,3
AVESA.00001b.r3.1Ag0000611,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000612,10,28,16,29,10,12,41,36,17,28,35
AVESA.00001b.r3.1Ag0000613,12,35,15,13,27,9,9,11,17,14,7
AVESA.00001b.r3.1Ag0000614,0,0,0,0,0,0,0,1,0,0,2
AVESA.00001b.r3.1Ag0000615,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000616,21,55,44,35,52,20,24,31,24,60,32
AVESA.00001b.r3.1Ag0000617,21,120,60,66,88,34,82,80,43,96,61
AVESA.00001b.r3.1Ag0000618,23,43,68,39,38,10,58,40,58,48,64
AVESA.00001b.r3.1Ag0000619,75,149,75,114,173,216,84,74,76,71,75
AVESA.00001b.r3.1Ag0000620,12,40,36,28,24,2,24,19,22,30,31
AVESA.00001b.r3.1Ag0000621,17,22,11,5,11,0,6,6,22,5,36
AVESA.00001b.r3.1Ag0000622,28,21,43,25,33,18,25,24,40,28,38
AVESA.00001b.r3.1Ag0000623,22,21,18,30,24,4,20,27,32,23,27
AVESA.00001b.r3.1Ag0000624,44,52,40,23,34,14,33,56,59,33,57
AVESA.00001b.r3.1Ag0000625,5,11,14,7,11,6,11,22,6,8,18
AVESA.00001b.r3.1Ag0000626,0,0,0,0,0,0,0,2,0,0,0
AVESA.00001b.r3.1Ag0000627,0,0,4,0,0,0,2,1,8,2,4
AVESA.00001b.r3.1Ag0000628,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000629,6,16,14,2,2,0,12,7,9,6,10
AVESA.00001b.r3.1Ag0000630,8,6,4,16,15,4,4,4,4,8,10
AVESA.00001b.r3.1Ag0000631,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000632,0,0,2,3,0,0,0,8,3,0,3
AVESA.00001b.r3.1Ag0000633,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.1Ag0000634,11,11,18,4,8,4,23,5,10,18,33
AVESA.00001b.r3.1Ag0000635,2,8,10,0,2,0,1,7,5,0,8
AVESA.00001b.r3.1Ag0000636,2,2,0,0,2,0,5,0,0,2,2
AVESA.00001b.r3.1Ag0000637,16,28,35,14,30,6,20,32,25,56,28
AVESA.00001b.r3.1Ag0000638,24,35,53,36,33,7,13,34,31,39,43
AVESA.00001b.r3.1Ag0000639,383,635,506,452,637,245,886,1084,421,734,494
AVESA.00001b.r3.1Ag0000640,5,34,18,24,54,12,25,18,23,34,17
AVESA.00001b.r3.1Ag0000641,2,0,4,0,2,2,2,3,2,1,1
AVESA.00001b.r3.1Ag0000642,82,68,85,67,68,30,90,107,79,75,102
AVESA.00001b.r3.1Ag0000643,21,19,21,22,46,26,23,37,35,33,30
AVESA.00001b.r3.1Ag0000644,4,0,0,2,2,2,2,1,0,1,2
AVESA.00001b.r3.1Ag0000645,0,0,0,0,0,0,0,2,0,0,0
AVESA.00001b.r3.1Ag0000646,0,0,0,0,0,0,2,0,0,2,2
AVESA.00001b.r3.1Ag0000647,0,0,0,0,0,0,2,0,2,0,0
AVESA.00001b.r3.1Ag0000648,75,88,90,83,83,41,100,94,109,69,121
AVESA.00001b.r3.1Ag0000649,6,9,14,7,4,0,6,12,19,4,10
AVESA.00001b.r3.1Ag0000650,2,2,2,6,2,2,12,12,2,4,2
AVESA.00001b.r3.1Ag0000651,16,22,16,14,18,2,8,24,12,18,20
